"","sample","winhetbin_center","winhet_min","winhetbin_max","count"
"1161","ENPCA07",0.75,0.675,0.825,67
"1162","ENPCA07",0.9,0.825,0.975,106
"1163","ENPCA07",1.05,0.975,1.125,130
"1164","ENPCA07",1.2,1.125,1.275,217
"1165","ENPCA07",1.35,1.275,1.425,207
"1166","ENPCA07",1.5,1.425,1.575,209
"1167","ENPCA07",1.65,1.575,1.725,201
"1168","ENPCA07",1.8,1.725,1.875,185
"1169","ENPCA07",1.95,1.875,2.025,177
"1170","ENPCA07",2.1,2.025,2.175,166
"1171","ENPCA07",2.25,2.175,2.325,125
"1172","ENPCA07",2.4,2.325,2.475,96
"1173","ENPCA07",2.55,2.475,2.625,83
"1174","ENPCA07",2.7,2.625,2.775,65
"1175","ENPCA07",2.85,2.775,2.925,48
"1176","ENPCA07",3,2.925,3.075,43
"1177","ENPCA07",3.15,3.075,3.225,17
"1178","ENPCA07",3.3,3.225,3.375,22
"1179","ENPCA07",3.45,3.375,3.525,18
"1180","ENPCA07",3.6,3.525,3.675,9
"1181","ENPCA07",3.75,3.675,3.825,8
"1182","ENPCA07",3.9,3.825,3.975,5
"1183","ENPCA07",4.05,3.975,4.125,3
"1184","ENPCA07",4.2,4.125,4.275,1
"1185","ENPCA07",4.35,4.275,4.425,2
"1186","ENPCA07",4.5,4.425,4.575,1
"1187","ENPCA07",4.65,4.575,4.725,2
"1188","ENPCA07",4.8,4.725,4.875,0
"1189","ENPCA07",4.95,4.875,5.025,1
"1190","ENPCA07",5.1,5.025,5.175,0
"1191","ENPCA07",5.25,5.175,5.325,0
"1192","ENPCA07",5.4,5.325,5.475,1
"1193","ENPCA07",5.55,5.475,5.625,0
"1194","ENPCA07",5.7,5.625,5.775,0
"1195","ENPCA07",5.85,5.775,5.925,0
"1196","ENPCA07",6,5.925,6.075,0
"1197","ENPCA07",6.15,6.075,6.225,0
"1198","ENPCA07",6.3,6.225,6.375,0
"1199","ENPCA07",6.45,6.375,6.525,0
"1200","ENPCA07",6.6,6.525,6.675,0
"1201","ENPCA07",6.75,6.675,6.825,0
"1202","ENPCA07",6.9,6.825,6.975,0
"1203","ENPCA07",7.05,6.975,7.125,0
"1204","ENPCA07",7.2,7.125,7.275,0
"1205","ENPCA07",7.35,7.275,7.425,0
"1206","ENPCA07",7.5,7.425,7.575,0
"1207","ENPCA07",7.65,7.575,7.725,0
"1208","ENPCA07",7.8,7.725,7.875,0
"1209","ENPCA07",7.95,7.875,8.025,0
"1210","ENPCA07",8.1,8.025,8.175,0
"1211","ENPCA08",0,-0.075,0.075,0
"1212","ENPCA08",0.15,0.075,0.225,4
"1213","ENPCA08",0.3,0.225,0.375,11
"1214","ENPCA08",0.45,0.375,0.525,37
"1215","ENPCA08",0.6,0.525,0.675,44
"1216","ENPCA08",0.75,0.675,0.825,87
"1217","ENPCA08",0.9,0.825,0.975,125
"1218","ENPCA08",1.05,0.975,1.125,169
"1219","ENPCA08",1.2,1.125,1.275,201
"1220","ENPCA08",1.35,1.275,1.425,181
"1221","ENPCA08",1.5,1.425,1.575,210
"1222","ENPCA08",1.65,1.575,1.725,219
"1223","ENPCA08",1.8,1.725,1.875,164
"1224","ENPCA08",1.95,1.875,2.025,163
"1225","ENPCA08",2.1,2.025,2.175,138
"1226","ENPCA08",2.25,2.175,2.325,140
"1227","ENPCA08",2.4,2.325,2.475,105
"1228","ENPCA08",2.55,2.475,2.625,73
"1229","ENPCA08",2.7,2.625,2.775,52
"1230","ENPCA08",2.85,2.775,2.925,43
"1231","ENPCA08",3,2.925,3.075,32
"1232","ENPCA08",3.15,3.075,3.225,22
"1233","ENPCA08",3.3,3.225,3.375,18
"1234","ENPCA08",3.45,3.375,3.525,14
"1235","ENPCA08",3.6,3.525,3.675,8
"1236","ENPCA08",3.75,3.675,3.825,3
"1237","ENPCA08",3.9,3.825,3.975,8
"1238","ENPCA08",4.05,3.975,4.125,3
"1239","ENPCA08",4.2,4.125,4.275,2
"1240","ENPCA08",4.35,4.275,4.425,4
"1241","ENPCA08",4.5,4.425,4.575,2
"1242","ENPCA08",4.65,4.575,4.725,0
"1243","ENPCA08",4.8,4.725,4.875,1
"1244","ENPCA08",4.95,4.875,5.025,1
"1245","ENPCA08",5.1,5.025,5.175,0
"1246","ENPCA08",5.25,5.175,5.325,0
"1247","ENPCA08",5.4,5.325,5.475,0
"1248","ENPCA08",5.55,5.475,5.625,0
"1249","ENPCA08",5.7,5.625,5.775,0
"1250","ENPCA08",5.85,5.775,5.925,0
"1251","ENPCA08",6,5.925,6.075,0
"1252","ENPCA08",6.15,6.075,6.225,0
"1253","ENPCA08",6.3,6.225,6.375,0
"1254","ENPCA08",6.45,6.375,6.525,0
"1255","ENPCA08",6.6,6.525,6.675,0
"1256","ENPCA08",6.75,6.675,6.825,0
"1257","ENPCA08",6.9,6.825,6.975,0
"1258","ENPCA08",7.05,6.975,7.125,0
"1259","ENPCA08",7.2,7.125,7.275,0
"1260","ENPCA08",7.35,7.275,7.425,0
"1261","ENPCA08",7.5,7.425,7.575,0
"1262","ENPCA08",7.65,7.575,7.725,0
"1263","ENPCA08",7.8,7.725,7.875,0
"1264","ENPCA08",7.95,7.875,8.025,0
"1265","ENPCA08",8.1,8.025,8.175,0
"1266","ENPCA09",0,-0.075,0.075,41
"1267","ENPCA09",0.15,0.075,0.225,1
"1268","ENPCA09",0.3,0.225,0.375,13
"1269","ENPCA09",0.45,0.375,0.525,13
"1270","ENPCA09",0.6,0.525,0.675,36
"1271","ENPCA09",0.75,0.675,0.825,59
"1272","ENPCA09",0.9,0.825,0.975,94
"1273","ENPCA09",1.05,0.975,1.125,148
"1274","ENPCA09",1.2,1.125,1.275,164
"1275","ENPCA09",1.35,1.275,1.425,207
"1276","ENPCA09",1.5,1.425,1.575,196
"1277","ENPCA09",1.65,1.575,1.725,218
"1278","ENPCA09",1.8,1.725,1.875,191
"1279","ENPCA09",1.95,1.875,2.025,178
"1280","ENPCA09",2.1,2.025,2.175,153
"1281","ENPCA09",2.25,2.175,2.325,116
"1282","ENPCA09",2.4,2.325,2.475,103
"1283","ENPCA09",2.55,2.475,2.625,91
"1284","ENPCA09",2.7,2.625,2.775,57
"1285","ENPCA09",2.85,2.775,2.925,59
"1286","ENPCA09",3,2.925,3.075,54
"1287","ENPCA09",3.15,3.075,3.225,24
"1288","ENPCA09",3.3,3.225,3.375,23
"1289","ENPCA09",3.45,3.375,3.525,12
"1290","ENPCA09",3.6,3.525,3.675,8
"1291","ENPCA09",3.75,3.675,3.825,6
"1292","ENPCA09",3.9,3.825,3.975,2
"1293","ENPCA09",4.05,3.975,4.125,4
"1294","ENPCA09",4.2,4.125,4.275,4
"1295","ENPCA09",4.35,4.275,4.425,1
"1296","ENPCA09",4.5,4.425,4.575,1
"1297","ENPCA09",4.65,4.575,4.725,2
"1298","ENPCA09",4.8,4.725,4.875,2
"1299","ENPCA09",4.95,4.875,5.025,0
"1300","ENPCA09",5.1,5.025,5.175,0
"1301","ENPCA09",5.25,5.175,5.325,1
"1302","ENPCA09",5.4,5.325,5.475,0
"1303","ENPCA09",5.55,5.475,5.625,1
"1304","ENPCA09",5.7,5.625,5.775,0
"1305","ENPCA09",5.85,5.775,5.925,0
"1306","ENPCA09",6,5.925,6.075,0
"1307","ENPCA09",6.15,6.075,6.225,0
"1308","ENPCA09",6.3,6.225,6.375,0
"1309","ENPCA09",6.45,6.375,6.525,0
"1310","ENPCA09",6.6,6.525,6.675,0
"1311","ENPCA09",6.75,6.675,6.825,1
"1312","ENPCA09",6.9,6.825,6.975,0
"1313","ENPCA09",7.05,6.975,7.125,0
"1314","ENPCA09",7.2,7.125,7.275,0
"1315","ENPCA09",7.35,7.275,7.425,0
"1316","ENPCA09",7.5,7.425,7.575,0
"1317","ENPCA09",7.65,7.575,7.725,0
"1318","ENPCA09",7.8,7.725,7.875,0
"1319","ENPCA09",7.95,7.875,8.025,0
"1320","ENPCA09",8.1,8.025,8.175,0
"1321","ENPOR10",0,-0.075,0.075,3
"1322","ENPOR10",0.15,0.075,0.225,4
"1323","ENPOR10",0.3,0.225,0.375,2
"1324","ENPOR10",0.45,0.375,0.525,17
"1325","ENPOR10",0.6,0.525,0.675,50
"1326","ENPOR10",0.75,0.675,0.825,61
"1327","ENPOR10",0.9,0.825,0.975,92
"1328","ENPOR10",1.05,0.975,1.125,160
"1329","ENPOR10",1.2,1.125,1.275,182
"1330","ENPOR10",1.35,1.275,1.425,198
"1331","ENPOR10",1.5,1.425,1.575,212
"1332","ENPOR10",1.65,1.575,1.725,215
"1333","ENPOR10",1.8,1.725,1.875,189
"1334","ENPOR10",1.95,1.875,2.025,183
"1335","ENPOR10",2.1,2.025,2.175,143
"1336","ENPOR10",2.25,2.175,2.325,125
"1337","ENPOR10",2.4,2.325,2.475,124
"1338","ENPOR10",2.55,2.475,2.625,72
"1339","ENPOR10",2.7,2.625,2.775,71
"1340","ENPOR10",2.85,2.775,2.925,40
"1341","ENPOR10",3,2.925,3.075,38
"1342","ENPOR10",3.15,3.075,3.225,30
"1343","ENPOR10",3.3,3.225,3.375,16
"1344","ENPOR10",3.45,3.375,3.525,19
"1345","ENPOR10",3.6,3.525,3.675,9
"1346","ENPOR10",3.75,3.675,3.825,10
"1347","ENPOR10",3.9,3.825,3.975,5
"1348","ENPOR10",4.05,3.975,4.125,6
"1349","ENPOR10",4.2,4.125,4.275,4
"1350","ENPOR10",4.35,4.275,4.425,2
"1351","ENPOR10",4.5,4.425,4.575,0
"1352","ENPOR10",4.65,4.575,4.725,0
"1353","ENPOR10",4.8,4.725,4.875,0
"1354","ENPOR10",4.95,4.875,5.025,1
"1355","ENPOR10",5.1,5.025,5.175,0
"1356","ENPOR10",5.25,5.175,5.325,1
"1357","ENPOR10",5.4,5.325,5.475,0
"1358","ENPOR10",5.55,5.475,5.625,0
"1359","ENPOR10",5.7,5.625,5.775,0
"1360","ENPOR10",5.85,5.775,5.925,0
"1361","ENPOR10",6,5.925,6.075,0
"1362","ENPOR10",6.15,6.075,6.225,0
"1363","ENPOR10",6.3,6.225,6.375,0
"1364","ENPOR10",6.45,6.375,6.525,0
"1365","ENPOR10",6.6,6.525,6.675,0
"1366","ENPOR10",6.75,6.675,6.825,0
"1367","ENPOR10",6.9,6.825,6.975,0
"1368","ENPOR10",7.05,6.975,7.125,0
"1369","ENPOR10",7.2,7.125,7.275,0
"1370","ENPOR10",7.35,7.275,7.425,0
"1371","ENPOR10",7.5,7.425,7.575,0
"1372","ENPOR10",7.65,7.575,7.725,0
"1373","ENPOR10",7.8,7.725,7.875,0
"1374","ENPOR10",7.95,7.875,8.025,0
"1375","ENPOR10",8.1,8.025,8.175,0
"1376","ENPOR11",0,-0.075,0.075,7
"1377","ENPOR11",0.15,0.075,0.225,6
"1378","ENPOR11",0.3,0.225,0.375,11
"1379","ENPOR11",0.45,0.375,0.525,16
"1380","ENPOR11",0.6,0.525,0.675,37
"1381","ENPOR11",0.75,0.675,0.825,60
"1382","ENPOR11",0.9,0.825,0.975,100
"1383","ENPOR11",1.05,0.975,1.125,147
"1384","ENPOR11",1.2,1.125,1.275,167
"1385","ENPOR11",1.35,1.275,1.425,214
"1386","ENPOR11",1.5,1.425,1.575,200
"1387","ENPOR11",1.65,1.575,1.725,202
"1388","ENPOR11",1.8,1.725,1.875,212
"1389","ENPOR11",1.95,1.875,2.025,181
"1390","ENPOR11",2.1,2.025,2.175,159
"1391","ENPOR11",2.25,2.175,2.325,137
"1392","ENPOR11",2.4,2.325,2.475,95
"1393","ENPOR11",2.55,2.475,2.625,72
"1394","ENPOR11",2.7,2.625,2.775,67
"1395","ENPOR11",2.85,2.775,2.925,54
"1396","ENPOR11",3,2.925,3.075,35
"1397","ENPOR11",3.15,3.075,3.225,34
"1398","ENPOR11",3.3,3.225,3.375,20
"1399","ENPOR11",3.45,3.375,3.525,10
"1400","ENPOR11",3.6,3.525,3.675,13
"1401","ENPOR11",3.75,3.675,3.825,6
"1402","ENPOR11",3.9,3.825,3.975,5
"1403","ENPOR11",4.05,3.975,4.125,6
"1404","ENPOR11",4.2,4.125,4.275,2
"1405","ENPOR11",4.35,4.275,4.425,1
"1406","ENPOR11",4.5,4.425,4.575,2
"1407","ENPOR11",4.65,4.575,4.725,3
"1408","ENPOR11",4.8,4.725,4.875,1
"1409","ENPOR11",4.95,4.875,5.025,0
"1410","ENPOR11",5.1,5.025,5.175,2
"1411","ENPOR11",5.25,5.175,5.325,0
"1412","ENPOR11",5.4,5.325,5.475,0
"1413","ENPOR11",5.55,5.475,5.625,0
"1414","ENPOR11",5.7,5.625,5.775,0
"1415","ENPOR11",5.85,5.775,5.925,0
"1416","ENPOR11",6,5.925,6.075,0
"1417","ENPOR11",6.15,6.075,6.225,0
"1418","ENPOR11",6.3,6.225,6.375,0
"1419","ENPOR11",6.45,6.375,6.525,0
"1420","ENPOR11",6.6,6.525,6.675,0
"1421","ENPOR11",6.75,6.675,6.825,0
"1422","ENPOR11",6.9,6.825,6.975,0
"1423","ENPOR11",7.05,6.975,7.125,0
"1424","ENPOR11",7.2,7.125,7.275,0
"1425","ENPOR11",7.35,7.275,7.425,0
"1426","ENPOR11",7.5,7.425,7.575,0
"1427","ENPOR11",7.65,7.575,7.725,0
"1428","ENPOR11",7.8,7.725,7.875,0
"1429","ENPOR11",7.95,7.875,8.025,0
"1430","ENPOR11",8.1,8.025,8.175,0
"1431","ENPOR12",0,-0.075,0.075,34
"1432","ENPOR12",0.15,0.075,0.225,3
"1433","ENPOR12",0.3,0.225,0.375,11
"1434","ENPOR12",0.45,0.375,0.525,9
"1435","ENPOR12",0.6,0.525,0.675,29
"1436","ENPOR12",0.75,0.675,0.825,67
"1437","ENPOR12",0.9,0.825,0.975,94
"1438","ENPOR12",1.05,0.975,1.125,146
"1439","ENPOR12",1.2,1.125,1.275,179
"1440","ENPOR12",1.35,1.275,1.425,180
"1441","ENPOR12",1.5,1.425,1.575,194
"1442","ENPOR12",1.65,1.575,1.725,200
"1443","ENPOR12",1.8,1.725,1.875,184
"1444","ENPOR12",1.95,1.875,2.025,201
"1445","ENPOR12",2.1,2.025,2.175,162
"1446","ENPOR12",2.25,2.175,2.325,142
"1447","ENPOR12",2.4,2.325,2.475,114
"1448","ENPOR12",2.55,2.475,2.625,78
"1449","ENPOR12",2.7,2.625,2.775,68
"1450","ENPOR12",2.85,2.775,2.925,52
"1451","ENPOR12",3,2.925,3.075,27
"1452","ENPOR12",3.15,3.075,3.225,20
"1453","ENPOR12",3.3,3.225,3.375,18
"1454","ENPOR12",3.45,3.375,3.525,18
"1455","ENPOR12",3.6,3.525,3.675,17
"1456","ENPOR12",3.75,3.675,3.825,17
"1457","ENPOR12",3.9,3.825,3.975,7
"1458","ENPOR12",4.05,3.975,4.125,4
"1459","ENPOR12",4.2,4.125,4.275,3
"1460","ENPOR12",4.35,4.275,4.425,0
"1461","ENPOR12",4.5,4.425,4.575,1
"1462","ENPOR12",4.65,4.575,4.725,0
"1463","ENPOR12",4.8,4.725,4.875,0
"1464","ENPOR12",4.95,4.875,5.025,0
"1465","ENPOR12",5.1,5.025,5.175,2
"1466","ENPOR12",5.25,5.175,5.325,1
"1467","ENPOR12",5.4,5.325,5.475,0
"1468","ENPOR12",5.55,5.475,5.625,0
"1469","ENPOR12",5.7,5.625,5.775,0
"1470","ENPOR12",5.85,5.775,5.925,0
"1471","ENPOR12",6,5.925,6.075,0
"1472","ENPOR12",6.15,6.075,6.225,0
"1473","ENPOR12",6.3,6.225,6.375,1
"1474","ENPOR12",6.45,6.375,6.525,1
"1475","ENPOR12",6.6,6.525,6.675,0
"1476","ENPOR12",6.75,6.675,6.825,0
"1477","ENPOR12",6.9,6.825,6.975,0
"1478","ENPOR12",7.05,6.975,7.125,0
"1479","ENPOR12",7.2,7.125,7.275,0
"1480","ENPOR12",7.35,7.275,7.425,0
"1481","ENPOR12",7.5,7.425,7.575,0
"1482","ENPOR12",7.65,7.575,7.725,0
"1483","ENPOR12",7.8,7.725,7.875,0
"1484","ENPOR12",7.95,7.875,8.025,0
"1485","ENPOR12",8.1,8.025,8.175,0
"1486","ENPOR13",0,-0.075,0.075,35
"1487","ENPOR13",0.15,0.075,0.225,4
"1488","ENPOR13",0.3,0.225,0.375,10
"1489","ENPOR13",0.45,0.375,0.525,19
"1490","ENPOR13",0.6,0.525,0.675,33
"1491","ENPOR13",0.75,0.675,0.825,63
"1492","ENPOR13",0.9,0.825,0.975,96
"1493","ENPOR13",1.05,0.975,1.125,145
"1494","ENPOR13",1.2,1.125,1.275,157
"1495","ENPOR13",1.35,1.275,1.425,194
"1496","ENPOR13",1.5,1.425,1.575,211
"1497","ENPOR13",1.65,1.575,1.725,212
"1498","ENPOR13",1.8,1.725,1.875,179
"1499","ENPOR13",1.95,1.875,2.025,184
"1500","ENPOR13",2.1,2.025,2.175,148
"1501","ENPOR13",2.25,2.175,2.325,149
"1502","ENPOR13",2.4,2.325,2.475,101
"1503","ENPOR13",2.55,2.475,2.625,78
"1504","ENPOR13",2.7,2.625,2.775,74
"1505","ENPOR13",2.85,2.775,2.925,45
"1506","ENPOR13",3,2.925,3.075,34
"1507","ENPOR13",3.15,3.075,3.225,33
"1508","ENPOR13",3.3,3.225,3.375,27
"1509","ENPOR13",3.45,3.375,3.525,19
"1510","ENPOR13",3.6,3.525,3.675,8
"1511","ENPOR13",3.75,3.675,3.825,5
"1512","ENPOR13",3.9,3.825,3.975,3
"1513","ENPOR13",4.05,3.975,4.125,7
"1514","ENPOR13",4.2,4.125,4.275,4
"1515","ENPOR13",4.35,4.275,4.425,1
"1516","ENPOR13",4.5,4.425,4.575,0
"1517","ENPOR13",4.65,4.575,4.725,3
"1518","ENPOR13",4.8,4.725,4.875,0
"1519","ENPOR13",4.95,4.875,5.025,0
"1520","ENPOR13",5.1,5.025,5.175,1
"1521","ENPOR13",5.25,5.175,5.325,0
"1522","ENPOR13",5.4,5.325,5.475,1
"1523","ENPOR13",5.55,5.475,5.625,0
"1524","ENPOR13",5.7,5.625,5.775,0
"1525","ENPOR13",5.85,5.775,5.925,0
"1526","ENPOR13",6,5.925,6.075,0
"1527","ENPOR13",6.15,6.075,6.225,0
"1528","ENPOR13",6.3,6.225,6.375,0
"1529","ENPOR13",6.45,6.375,6.525,0
"1530","ENPOR13",6.6,6.525,6.675,1
"1531","ENPOR13",6.75,6.675,6.825,0
"1532","ENPOR13",6.9,6.825,6.975,0
"1533","ENPOR13",7.05,6.975,7.125,0
"1534","ENPOR13",7.2,7.125,7.275,0
"1535","ENPOR13",7.35,7.275,7.425,0
"1536","ENPOR13",7.5,7.425,7.575,0
"1537","ENPOR13",7.65,7.575,7.725,0
"1538","ENPOR13",7.8,7.725,7.875,0
"1539","ENPOR13",7.95,7.875,8.025,0
"1540","ENPOR13",8.1,8.025,8.175,0
"1541","ENPWA14",0,-0.075,0.075,30
"1542","ENPWA14",0.15,0.075,0.225,6
"1543","ENPWA14",0.3,0.225,0.375,9
"1544","ENPWA14",0.45,0.375,0.525,22
"1545","ENPWA14",0.6,0.525,0.675,22
"1546","ENPWA14",0.75,0.675,0.825,54
"1547","ENPWA14",0.9,0.825,0.975,83
"1548","ENPWA14",1.05,0.975,1.125,140
"1549","ENPWA14",1.2,1.125,1.275,201
"1550","ENPWA14",1.35,1.275,1.425,191
"1551","ENPWA14",1.5,1.425,1.575,206
"1552","ENPWA14",1.65,1.575,1.725,204
"1553","ENPWA14",1.8,1.725,1.875,203
"1554","ENPWA14",1.95,1.875,2.025,196
"1555","ENPWA14",2.1,2.025,2.175,145
"1556","ENPWA14",2.25,2.175,2.325,143
"1557","ENPWA14",2.4,2.325,2.475,101
"1558","ENPWA14",2.55,2.475,2.625,72
"1559","ENPWA14",2.7,2.625,2.775,64
"1560","ENPWA14",2.85,2.775,2.925,47
"1561","ENPWA14",3,2.925,3.075,35
"1562","ENPWA14",3.15,3.075,3.225,32
"1563","ENPWA14",3.3,3.225,3.375,21
"1564","ENPWA14",3.45,3.375,3.525,13
"1565","ENPWA14",3.6,3.525,3.675,9
"1566","ENPWA14",3.75,3.675,3.825,12
"1567","ENPWA14",3.9,3.825,3.975,9
"1568","ENPWA14",4.05,3.975,4.125,5
"1569","ENPWA14",4.2,4.125,4.275,0
"1570","ENPWA14",4.35,4.275,4.425,3
"1571","ENPWA14",4.5,4.425,4.575,3
"1572","ENPWA14",4.65,4.575,4.725,0
"1573","ENPWA14",4.8,4.725,4.875,0
"1574","ENPWA14",4.95,4.875,5.025,0
"1575","ENPWA14",5.1,5.025,5.175,1
"1576","ENPWA14",5.25,5.175,5.325,0
"1577","ENPWA14",5.4,5.325,5.475,0
"1578","ENPWA14",5.55,5.475,5.625,1
"1579","ENPWA14",5.7,5.625,5.775,0
"1580","ENPWA14",5.85,5.775,5.925,0
"1581","ENPWA14",6,5.925,6.075,0
"1582","ENPWA14",6.15,6.075,6.225,1
"1583","ENPWA14",6.3,6.225,6.375,0
"1584","ENPWA14",6.45,6.375,6.525,0
"1585","ENPWA14",6.6,6.525,6.675,0
"1586","ENPWA14",6.75,6.675,6.825,0
"1587","ENPWA14",6.9,6.825,6.975,0
"1588","ENPWA14",7.05,6.975,7.125,0
"1589","ENPWA14",7.2,7.125,7.275,0
"1590","ENPWA14",7.35,7.275,7.425,0
"1591","ENPWA14",7.5,7.425,7.575,0
"1592","ENPWA14",7.65,7.575,7.725,0
"1593","ENPWA14",7.8,7.725,7.875,0
"1594","ENPWA14",7.95,7.875,8.025,0
"1595","ENPWA14",8.1,8.025,8.175,0
"1596","ENPWA15",0,-0.075,0.075,3
"1597","ENPWA15",0.15,0.075,0.225,7
"1598","ENPWA15",0.3,0.225,0.375,6
"1599","ENPWA15",0.45,0.375,0.525,14
"1600","ENPWA15",0.6,0.525,0.675,41
"1601","ENPWA15",0.75,0.675,0.825,62
"1602","ENPWA15",0.9,0.825,0.975,86
"1603","ENPWA15",1.05,0.975,1.125,144
"1604","ENPWA15",1.2,1.125,1.275,183
"1605","ENPWA15",1.35,1.275,1.425,202
"1606","ENPWA15",1.5,1.425,1.575,214
"1607","ENPWA15",1.65,1.575,1.725,219
"1608","ENPWA15",1.8,1.725,1.875,180
"1609","ENPWA15",1.95,1.875,2.025,165
"1610","ENPWA15",2.1,2.025,2.175,155
"1611","ENPWA15",2.25,2.175,2.325,118
"1612","ENPWA15",2.4,2.325,2.475,117
"1613","ENPWA15",2.55,2.475,2.625,91
"1614","ENPWA15",2.7,2.625,2.775,67
"1615","ENPWA15",2.85,2.775,2.925,62
"1616","ENPWA15",3,2.925,3.075,36
"1617","ENPWA15",3.15,3.075,3.225,42
"1618","ENPWA15",3.3,3.225,3.375,16
"1619","ENPWA15",3.45,3.375,3.525,11
"1620","ENPWA15",3.6,3.525,3.675,8
"1621","ENPWA15",3.75,3.675,3.825,12
"1622","ENPWA15",3.9,3.825,3.975,4
"1623","ENPWA15",4.05,3.975,4.125,8
"1624","ENPWA15",4.2,4.125,4.275,2
"1625","ENPWA15",4.35,4.275,4.425,4
"1626","ENPWA15",4.5,4.425,4.575,1
"1627","ENPWA15",4.65,4.575,4.725,2
"1628","ENPWA15",4.8,4.725,4.875,0
"1629","ENPWA15",4.95,4.875,5.025,1
"1630","ENPWA15",5.1,5.025,5.175,1
"1631","ENPWA15",5.25,5.175,5.325,0
"1632","ENPWA15",5.4,5.325,5.475,0
"1633","ENPWA15",5.55,5.475,5.625,0
"1634","ENPWA15",5.7,5.625,5.775,0
"1635","ENPWA15",5.85,5.775,5.925,0
"1636","ENPWA15",6,5.925,6.075,0
"1637","ENPWA15",6.15,6.075,6.225,0
"1638","ENPWA15",6.3,6.225,6.375,0
"1639","ENPWA15",6.45,6.375,6.525,0
"1640","ENPWA15",6.6,6.525,6.675,0
"1641","ENPWA15",6.75,6.675,6.825,0
"1642","ENPWA15",6.9,6.825,6.975,0
"1643","ENPWA15",7.05,6.975,7.125,0
"1644","ENPWA15",7.2,7.125,7.275,0
"1645","ENPWA15",7.35,7.275,7.425,0
"1646","ENPWA15",7.5,7.425,7.575,0
"1647","ENPWA15",7.65,7.575,7.725,0
"1648","ENPWA15",7.8,7.725,7.875,0
"1649","ENPWA15",7.95,7.875,8.025,0
"1650","ENPWA15",8.1,8.025,8.175,0
"1651","GOC002",0,-0.075,0.075,409
"1652","GOC002",0.15,0.075,0.225,92
"1653","GOC002",0.3,0.225,0.375,125
"1654","GOC002",0.45,0.375,0.525,96
"1655","GOC002",0.6,0.525,0.675,112
"1656","GOC002",0.75,0.675,0.825,142
"1657","GOC002",0.9,0.825,0.975,154
"1658","GOC002",1.05,0.975,1.125,176
"1659","GOC002",1.2,1.125,1.275,145
"1660","GOC002",1.35,1.275,1.425,139
"1661","GOC002",1.5,1.425,1.575,145
"1662","GOC002",1.65,1.575,1.725,110
"1663","GOC002",1.8,1.725,1.875,90
"1664","GOC002",1.95,1.875,2.025,87
"1665","GOC002",2.1,2.025,2.175,60
"1666","GOC002",2.25,2.175,2.325,49
"1667","GOC002",2.4,2.325,2.475,32
"1668","GOC002",2.55,2.475,2.625,38
"1669","GOC002",2.7,2.625,2.775,25
"1670","GOC002",2.85,2.775,2.925,14
"1671","GOC002",3,2.925,3.075,8
"1672","GOC002",3.15,3.075,3.225,12
"1673","GOC002",3.3,3.225,3.375,8
"1674","GOC002",3.45,3.375,3.525,5
"1675","GOC002",3.6,3.525,3.675,3
"1676","GOC002",3.75,3.675,3.825,3
"1677","GOC002",3.9,3.825,3.975,2
"1678","GOC002",4.05,3.975,4.125,1
"1679","GOC002",4.2,4.125,4.275,2
"1680","GOC002",4.35,4.275,4.425,0
"1681","GOC002",4.5,4.425,4.575,0
"1682","GOC002",4.65,4.575,4.725,0
"1683","GOC002",4.8,4.725,4.875,0
"1684","GOC002",4.95,4.875,5.025,0
"1685","GOC002",5.1,5.025,5.175,0
"1686","GOC002",5.25,5.175,5.325,0
"1687","GOC002",5.4,5.325,5.475,0
"1688","GOC002",5.55,5.475,5.625,0
"1689","GOC002",5.7,5.625,5.775,0
"1690","GOC002",5.85,5.775,5.925,0
"1691","GOC002",6,5.925,6.075,0
"1692","GOC002",6.15,6.075,6.225,0
"1693","GOC002",6.3,6.225,6.375,0
"1694","GOC002",6.45,6.375,6.525,0
"1695","GOC002",6.6,6.525,6.675,0
"1696","GOC002",6.75,6.675,6.825,0
"1697","GOC002",6.9,6.825,6.975,0
"1698","GOC002",7.05,6.975,7.125,0
"1699","GOC002",7.2,7.125,7.275,0
"1700","GOC002",7.35,7.275,7.425,0
"1701","GOC002",7.5,7.425,7.575,0
"1702","GOC002",7.65,7.575,7.725,0
"1703","GOC002",7.8,7.725,7.875,0
"1704","GOC002",7.95,7.875,8.025,0
"1705","GOC002",8.1,8.025,8.175,0
"1706","GOC006",0,-0.075,0.075,323
"1707","GOC006",0.15,0.075,0.225,89
"1708","GOC006",0.3,0.225,0.375,106
"1709","GOC006",0.45,0.375,0.525,102
"1710","GOC006",0.6,0.525,0.675,112
"1711","GOC006",0.75,0.675,0.825,134
"1712","GOC006",0.9,0.825,0.975,169
"1713","GOC006",1.05,0.975,1.125,151
"1714","GOC006",1.2,1.125,1.275,156
"1715","GOC006",1.35,1.275,1.425,152
"1716","GOC006",1.5,1.425,1.575,148
"1717","GOC006",1.65,1.575,1.725,135
"1718","GOC006",1.8,1.725,1.875,95
"1719","GOC006",1.95,1.875,2.025,100
"1720","GOC006",2.1,2.025,2.175,74
"1721","GOC006",2.25,2.175,2.325,66
"1722","GOC006",2.4,2.325,2.475,47
"1723","GOC006",2.55,2.475,2.625,43
"1724","GOC006",2.7,2.625,2.775,16
"1725","GOC006",2.85,2.775,2.925,9
"1726","GOC006",3,2.925,3.075,14
"1727","GOC006",3.15,3.075,3.225,12
